County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Longitude,Latitude,Street Address
Queens,708116,Store,JAC,JOSE FINA MINI MARKET INC,JOSE FINA MINI MARKET,8440,GRAND AVE,,,ELMHURST,NY,11373,900,-73.882749,40.734429,8440 GRAND AVE
Bronx,708115,Store,JAC,LA MEXICANA FRUIT AND GROCERY COR,LA MEXICANA FRUIT AND G,1322,JEROME AVE,,,BRONX,NY,10452,1500,-73.918884,40.83855,1322 JEROME AVE
New York,708112,Store,JAC,NY2 FOOD MARKET CORP,NY2 FOOD MARKET,769,10TH AVE,,,NEW YORK,NY,10019,1500,-73.990875,40.765937,769 10TH AVE
Queens,708096,Store,JAC,GOLD STAR DELI GROCERY INC,GOLD STAR DELI GROCERY,9310,LIBERTY AVE,,,OZONE PARK,NY,11417,800,-73.845341,40.680223,9310 LIBERTY AVE
Kings,708030,Store,JAC,M&S MINI MARKET CORP,M&S MINI MARKET,7301,3RD AVE,,,BROOKLYN,NY,11209,1500,-74.027275,40.632724,7301 3RD AVE
Kings,708026,Store,JAC,LA NEWYORKINA LLC,LA NEWYORKINA,61,COMMERCE ST,,,BROOKLYN,NY,11231,2000,-74.007616,40.680417,61 COMMERCE ST
Bronx,708020,Store,JAC,FEATHERBED LANE GROCERY CORP,FEATHERBED LANE GROCERY,117A,FEATHERBED LANE,,,BRONX,NY,10452,2000,-73.919017,40.846111,117A FEATHERBED LANE
Queens,708018,Store,JAC,MI ESQUINA MINI MARKET CORP,MI ESQUINA MINI MARKET,111-02,NORTHERN BLVD  1FL,,,CORONA,NY,11368,1200,-73.858346,40.757887,111-02 NORTHERN BLVD  1FL
Kings,708006,Store,JAC,YOSSIS 14 CORP,YOSSIS 14,4406,14TH AVE,,,BROOKLYN,NY,11219,1200,-73.987169,40.636316,4406 14TH AVE
Bronx,707988,Store,JAC,EL VALLE PRODUCE & DELI INC,EL VALLE PRODUCE & DELI,796,SOUTHERN BLVD,,,BRONX,NY,10455,2000,-73.896401,40.816093,796 SOUTHERN BLVD
Bronx,707982,Store,JAC,571 EXPRESS DELI GROCERY INC,571 EXPRESS DELI GROCER,571,EAST 139TH ST,,,BRONX,NY,10454,1200,-73.916613,40.807339,571 EAST 139TH ST
New York,707964,Store,JAC,FOOD GOURMET DELI GROCERY INC,FOOD GOURMET DELI GROCE,570,W 189TH ST,,,NEW YORK,NY,10040,1600,-73.929272,40.853971,570 W 189TH ST
Kings,707955,Store,JAC,ASZ DELI & GROCERY INC,ASZ DELI & GROCERY,6607,BAY PARKWAY,,,BROOKLYN,NY,11204,800,-73.982189,40.613108,6607 BAY PARKWAY
Kings,707926,Store,JAC,FLATLANDS MEAT MARKET CORP,FLATLANDS MEAT MARKET,8101,FLATLAND AVE,,,BROOKLYN,NY,11236,3600,-73.912394,40.636144,8101 FLATLAND AVE
Queens,707914,Store,JAC,66 MYRTLE AVE DELI & GROCERY INC,66 MYRTLE AVE DELI & GR,66-01,MYRTLE AVE,,,RIDGEWOOD,NY,11385,1000,-73.888253,40.70133,66-01 MYRTLE AVE
Kings,707904,Store,JAC,HENRY UBORN,OCEAN FRESH SEA & CARIB,1415,NOSTRAND AVE,,,BROOKLYN,NY,11226,800,-73.949668,40.651747,1415 NOSTRAND AVE
Queens,707882,Store,JAC,108 STREET GROCERY CORP,108TH STREET GROCERY,57-18,108TH STREET,,,CORONA,NY,11368,1000,-73.853072,40.739655,57-18 108TH STREET
New York,707871,Store,JAC,300 8TH AVENUE FOOD CORP,CHELSEA FINE FOODS,300,8TH AVE,,,NEW YORK,NY,10001,2000,-73.997479,40.746652,300 8TH AVE
Bronx,707759,Store,JAC,GREEN APPLE DELI AND GROCERY STOR,GREEN APPLE DELI AND GR,3571,E TREMONT AVE,,,BRONX,NY,10465,1200,-73.825195,40.82959,3571 E TREMONT AVE
Kings,707752,Store,JAC,C K ZHENG INC,SUPERETTE & DELI,6321,17TH AVE,,,BROOKLYN,NY,11204,1500,-73.991728,40.621208,6321 17TH AVE
Kings,707687,Store,JAC,132 EXPRESS DELI INC,132 EXPRESS DELI,132,GRAHAM AVE,,,BROOKLYN,NY,11206,2000,-73.942976,40.705969,132 GRAHAM AVE
Kings,707622,Store,JAC,QC'S DELI GROCERY INC,QC'S DELI GROCERY,6123,FT HAMILTON PKWY,,,BROOKLYN,NY,11219,700,-74.006873,40.63221,6123 FT HAMILTON PKWY
New York,707604,Store,JAC,1621A EL TEPEYAC CORP,1621A EL TEPEYAC,1621A,LEXINGTON AVE,,,NEW YORK,NY,10029,1200,-73.948055,40.789816,1621A LEXINGTON AVE
Kings,707594,Store,JAC,CHIQUITA GROCERY CORP,CHIQUITA GROCERY,176,NICHOLS AVE,,,BROOKLYN,NY,11208,800,-73.869133,40.686492,176 NICHOLS AVE
New York,707584,Store,JAC,111 FULTON ST RETAIL CORP,7 ELEVEN STORE #36797A,111,FULTON ST.,,,NEW YORK,NY,10038,2900,-74.00676,40.709742,111 FULTON ST.
New York,707582,Store,JAC,MIS HIJOS DELI CORP,MIS HIJOS DELI & GROCER,2401,2ND AVE,,,NEW YORK,NY,10035,1400,-73.934457,40.801552,2401 2ND AVE
Bronx,707580,Store,JAC,BRIDGE DELI & GROCERY INC,BRIDGE DELI & GROCERY,2690,WEBB AVE,,,BRONX,NY,10468,600,-73.90227,40.868901,2690 WEBB AVE
Queens,707577,Store,JAC,BELLEROSE HALAL MEAT INC,BELLEROSE HALAL MEAT,253-06,HILLSIDE AVE,,,BELLEROSE,NY,11426,1200,-73.714495,40.736024,253-06 HILLSIDE AVE
Bronx,707564,Store,JAC,M&M GOURMET DELI INC,M&M GOURMET DELI,2102,EASTCHESTER AVE,,,BRONX,NY,10461,1100,-73.843942,40.856332,2102 EASTCHESTER AVE
Kings,707546,Store,JAC,CANCAS GROCERY CORP,CANCAS GROCERY,1276,FLATBUSH AVE,,,BROOKLYN,NY,11226,1000,-73.954185,40.639027,1276 FLATBUSH AVE
Kings,707544,Store,JAC,ZAIM COFFEE TOBACCO & GROCERY INC,ZAIM COFFEE TOBACCO & G,1102,ST JOHNS PL,,,BROOKLYN,NY,11213,600,-73.941662,40.671162,1102 ST JOHNS PL
Queens,707528,Store,JAC,JOHN & LOGAN DELI GROCERY CORP,JOHN & LOGAN DELI GROCE,42-18,104TH ST,,,CORONA,NY,11368,1000,-73.860736,40.747982,42-18 104TH ST
Queens,707523,Store,JAC,NICKELBY MINI MARKET CORP,NICKELBY MINI MARKET,177-04,BAISLEY BLVD,,,JAMAICA,NY,11434,1400,-73.768427,40.686304,177-04 BAISLEY BLVD
Kings,707518,Store,JAC,JES FISH & SEAFOOD CORP,JES FISH & SEAFOOD,4224,AVENUE D,,,BROOKLYN,NY,11203,1200,-73.93625,40.641703,4224 AVENUE D
Kings,707481,Store,JAC,ALJANOUB NATURAL DELI CORP,ALJANOUB NATURAL DELI,740,BROADWAY,,,BROOKLYN,NY,11206,1400,-73.942215,40.700889,740 BROADWAY
Kings,707478,Store,JAC,MAZONE GROCERY INC,ROSNERS GROCERY,5430,16TH AVE,,,BROOKLYN,NY,11204,4000,-73.988917,40.627763,5430 16TH AVE
Bronx,707475,Store,JAC,OSEI KROM AFRICAN CARRIBEAN MARKE,EYE ADOM,2255,GRAND CONCOURSE,,,BRONX,NY,10453,850,-73.900594,40.856686,2255 GRAND CONCOURSE
Queens,707470,Store,JAC,DAVIDS KOSHER MEAT STORE INC,DAVIDS KOSHER MEAT STOR,9854,63 ROAD,,,REGO PARK,NY,11374,600,-73.857634,40.732416,9854 63 ROAD
Kings,707465,Store,JAC,PITKIN AVENUE DELI & GROCERY CORP,PITKIN AVENUE DELI & GR,1801,PITKIN AVE,,,BROOKLYN,NY,11212,2000,-73.906454,40.670319,1801 PITKIN AVE
Bronx,707463,Store,JAC,ALSADI MEAT HALAL & GROCERY CORP,ALSADI MEAT HALAL & GRO,1883-1885,WHITE PLAINS RD,,,BRONX,NY,10462,1000,-73.866805,40.847121,1883-1885 WHITE PLAINS RD
Kings,707459,Store,JAC,HAPPY FRUIT MARKET INC,HAPPY FRUIT MARKET,289,AVENUE X,,,BROOKLYN,NY,11223,2000,-73.97214,40.590332,289 AVENUE X
Bronx,707416,Store,JAC,SEDGWICK DELI & GROCERY CORP,SEDGWICK DELI & GROCERY,2701,SEDGWICK AVENUE,,,BRONX,NY,10468,1000,-73.903198,40.869986,2701 SEDGWICK AVENUE
Kings,707409,Store,JAC,BAY ROOT MEATS INC,BAY ROOT MEATS,7813,5TH AVE,,,BROOKLYN,NY,11209,3000,-74.023753,40.626733,7813 5TH AVE
Kings,707401,Store,JAC,MYRTLE MARKET PLACE CORP,MYRTLE MARKET PLACE,1218,MYRTLE AVE,,,BROOKLYN,NY,11221,800,-73.929465,40.697625,1218 MYRTLE AVE
Kings,707345,Store,JAC,HUDAIS ABDULKAREEM,387 GOURMET DELI,387,FLATBUSH AVE,,,BROOKLYN,NY,11238,700,-73.971597,40.675988,387 FLATBUSH AVE
Kings,707299,Store,JAC,SABA GOURMET DELI GROCERY CORP,SABA DELI GROCERY,232,UNDERHILL AVE,,,BROOKLYN,NY,11238,1500,-73.967202,40.673655,232 UNDERHILL AVE
Queens,707295,Store,JAC,FM HALAL MEAT AND GROCERY INC,FM HALAL MEAT AND GROCE,184-12,HORACE HARDING,,,FRESH MEADOWS,NY,11365,1000,-73.789669,40.739763,184-12 HORACE HARDING
Queens,707251,Store,JAC,S MICHAEL & SON INC,S MICHAEL & SON,82-06,ASTORIA BLVD,,,EAST ELMHURST,NY,11370,1000,-73.886704,40.764866,82-06 ASTORIA BLVD
Queens,707207,Store,JAC,TENOCHTITLAN DELI CORP,TENOCHTITLAN DELI,103-14,ASTORIA BLVD,,,EAST ELMHURST,NY,11369,600,-73.865622,40.761293,103-14 ASTORIA BLVD
Kings,707174,Store,JAC,BRIGHT PHARMACY & MEDICAL SUPPLY,BRIGHT PHARMACY,227,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,1400,-73.966186,40.576605,227 BRIGHTON BEACH AVE
Queens,707166,Store,JAC,AGHAPY FOOD CO 1 INC,AGHAPY FOOD CO I,603,WOODWARD AVE,,,RIDGEWOOD,NY,11385,800,-73.907654,40.706049,603 WOODWARD AVE
Bronx,707160,Store,JAC,LIN SHENG YONG,SYL FISH MARKET,684,E 187TH ST,,,BRONX,NY,10458,600,-73.884783,40.854245,684 E 187TH ST
Queens,707152,Store,JAC,WQ DELI GROCERY INC,WQ DELI GROCERY,16-19,150TH ST,,,WHITESTONE,NY,11357,1000,-73.813795,40.784259,16-19 150TH ST
Richmond,707114,Store,JAC,ALKHARAF DELI & GROCERY INC,ALKHARAF DELI & GROCERY,11,TOMPKINS AVE,,,STATEN ISLAND,NY,10304,2000,-74.079393,40.62424,11 TOMPKINS AVE
Queens,707093,Store,JAC,CASINO GOURMET DELI CORP,CASINO GOURMET DELI,112-01,ROCKAWAY BLVD,,,SOUTH OZONE PARK,NY,11420,1000,-73.826449,40.677324,112-01 ROCKAWAY BLVD
New York,707088,Store,JAC,DELANCEYS LUDLOW LLC,GREEN STAR FOODS,95,DELANCEY ST,,,NEW YORK,NY,10002,1764,-73.9893,40.718783,95 DELANCEY ST
Kings,707081,Store,JAC,NEW SABA DELI & GROCERY INC,NEW SABA DELI & GROCERY,382,MYRTLE AVE,,,BROOKLYN,NY,11205,800,-73.970634,40.693163,382 MYRTLE AVE
Bronx,707075,Store,JAC,OCEAN WILD EDIBLE CORP,JAY FISH MARKET,422A,WESTCHESTER AVE,,,BRONX,NY,10455,1500,-73.916027,40.816439,422A WESTCHESTER AVE
New York,707071,Store,JAC,MDK GROCERY CORP,MDK GROCERY,100,AUDUBON AVE,,,NEW YORK,NY,10032,1500,-73.937343,40.841895,100 AUDUBON AVE
Kings,707039,Store,JAC,IDREES BAGEL STORE INC,IDREES BAGEL STORE,185,WEST END AVE,,,BROOKLYN,NY,11235,900,-73.952964,40.577263,185 WEST END AVE
Kings,707022,Store,JAC,185 GARDEN DELI & GRILL LLC,GARDEN DELI & GRILL,185,STARR ST,,,BROOKLYN,NY,11237,800,-73.923947,40.704301,185 STARR ST
New York,707018,Store,JAC,WHOLESOME FACTORY INC,WHOLESOME FACTORY,530,MAIN ST,,,ROOSEVELT ISLAND,NY,10044,2300,-73.950201,40.761386,530 MAIN ST
Kings,707014,Store,JAC,RED HOOK FOOD CORP,RED HOOK FOOD,603,CLINTON ST,,,BROOKLYN,NY,11231,1300,-74.001788,40.674736,603 CLINTON ST
Bronx,707009,Store,JAC,PASCUAL FOOD CORP,PASCUAL FOOD,1020,OLMSTEAD AVE,,,BRONX,NY,10472,600,-73.853233,40.827774,1020 OLMSTEAD AVE
Kings,706996,Store,JAC,GOLDEN GOURMET DELI INC,GOLDEN GOURMET DELI,1500,PITKIN AVE,,,BROOKLYN,NY,11212,1800,-73.918084,40.668597,1500 PITKIN AVE
Queens,706946,Store,JAC,HILLSIDE FARMER MARKET INC,HILLSIDE FARMER MARKET,179-11,HILLSIDE AVE,,,JAMAICA,NY,11432,3500,-73.784013,40.712654,179-11 HILLSIDE AVE
Queens,706944,Store,JAC,HERMIN EMPIRES INC,SHELL,38-02,21ST ST,,,LONG ISLAND CITY,NY,11101,900,-73.939296,40.757262,38-02 21ST ST
Kings,706941,Store,JAC,NAFAYA FOOD SERVICE CORP,NAFAYA,1657,BEDFORD AVE,,,BROOKLYN,NY,11225,1600,-73.956723,40.666081,1657 BEDFORD AVE
New York,706876,Store,JAC,NEW SOON SHANG FOOD INC,NEW SOON SHANG FOOD,156,E BROADWAY BASEMENT,,,NEW YORK,NY,10002,1500,-73.990636,40.714021,156 E BROADWAY BASEMENT
Bronx,706866,Store,JAC,163 KING DELI INC,163 KING DELI,3240,3RD AVE #5,,,BRONX,NY,10451,1000,-73.908894,40.823747,3240 3RD AVE #5
Kings,706858,Store,JAC,MAGIC GROCERY CORP,MAGIC GROCERY,301,CHURCH AVENUE,,,BROOKLYN,NY,11218,1200,-73.977212,40.643739,301 CHURCH AVENUE
Kings,706835,Store,JAC,QUINCY MARKET INC,QUINCY MARKET,331,NOSTRAND AVE,,,BROOKLYN,NY,11216,1200,-73.950905,40.687024,331 NOSTRAND AVE
Queens,706832,Store,JAC,SAMMY GOURMET DELI INC 1,SAMMY GOURMET DELI 1,169-03,JAMAICA AVE,,,JAMAICA,NY,11432,1800,-73.790618,40.706993,169-03 JAMAICA AVE
Queens,706778,Store,JAC,SOUTH ROAD GUY R INC,SOUTH ROAD DELI,162-24,SOUTH RD.,,,JAMAICA,NY,11433,1200,-73.793721,40.699697,162-24 SOUTH RD.
New York,706771,Store,JAC,ESAYI CORP,PIZZA & DELI,2461,ADAM CLAYTON POWELL BLVD,,,NEW YORK,NY,10030,3000,-73.939831,40.820437,2461 ADAM CLAYTON POWELL BLVD
Kings,706764,Store,JAC,CAMPBELL SISTERS LLC,CAMPBELL & CO,502,LORIMER ST,,,BROOKLYN,NY,11211,1400,-73.949051,40.712075,502 LORIMER ST
Kings,706762,Store,JAC,WORRELL ANGELA,ANGIE'S NATURAL & ORGAN,809,ROGERS AVE,,,BROOKLYN,NY,11226,600,-73.952508,40.651029,809 ROGERS AVE
Bronx,706759,Store,JAC,LA CHARRITA DELI GROCERY CORP,LA CHARRITA DELI GROCER,416,WILLIS AVE,,,BRONX,NY,10454,1200,-73.919835,40.813291,416 WILLIS AVE
Queens,706757,Store,JAC,LA VILLA DELI CORP,LA VILLA DELI,189-19,JAMAICA AVE,,,HOLLIS,NY,11423,720,-73.769462,40.712017,189-19 JAMAICA AVE
Kings,706753,Store,JAC,KRUMVILLE BAKE SHOP INC,KRUMVILLE BAKE SHOP,630,FLUSHING AVE FL 8 #807 BOX #9,,,BROOKLYN,NY,11206,700,-73.948214,40.699997,630 FLUSHING AVE FL 8 #807 BOX #9
Kings,706689,Store,JAC,STOP 1 MONEY MARKET INC,STOP 1 MONEY MARKET,513,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,1500,-73.961891,40.57752,513 BRIGHTON BEACH AVE
Kings,706680,Store,JAC,GOLD STREET MARKET INC,GOLD STREET MARKET,257,GOLD ST,,,BROOKLYN,NY,11201,2000,-73.983162,40.696877,257 GOLD ST
New York,706671,Store,JAC,7955 AE COMPANY INC,7955 AE COMPANY,72,BAYARD ST,,,NEW YORK,NY,10013,1000,-73.998339,40.715572,72 BAYARD ST
Kings,706605,Store,JAC,NATURAL MARKET CORP.,NATURAL MARKET,1091,BEDFORD AVE,,,BROOKLYN,NY,11216,1400,-73.954511,40.68638,1091 BEDFORD AVE
Queens,706603,Store,JAC,TOP DELI GROCERY INC,TOP DELI GROCERY,95-12,35TH AVE,,,JACKSON HEIGHTS,NY,11372,1600,-73.872151,40.753243,95-12 35TH AVE
Bronx,706597,Store,JAC,SAIF ALI ISA,2E 181ST ST 24 HR DELI,2130,JEROME AVE,,,BRONX,NY,10453,800,-73.905876,40.855463,2130 JEROME AVE
Kings,706564,Store,JAC,1624 FRUIT GARDEN DELI CORP,1624 FRUIT GARDEN DELI,1624,SHEEPSHEAD BAY RD,,,BROOKLYN,NY,11235,1500,-73.952624,40.586902,1624 SHEEPSHEAD BAY RD
Kings,706528,Store,JAC,HEMAN INC,HEMAN,720,NEW YORK AVE,,,BROOKLYN,NY,11203,1000,-73.947235,40.656142,720 NEW YORK AVE
Queens,706523,Store,JAC,128 M DELI & GROCERY INC,128 M DELI & GROCERY,128-02,LIBERTY AVE,,,SOUTH RICHMOND HIL,NY,11419,900,-73.816988,40.689008,128-02 LIBERTY AVE
Kings,706520,Store,JAC,MORELOS INC,MORELOS GROCERY,298,IRVING AVE,,,BROOKLYN,NY,11237,1500,-73.914623,40.699156,298 IRVING AVE
Bronx,706511,Store,JAC,CIRCLE DELI GROCERY LLC,CIRCLE DELI GROCERY,80-88,HUGH GRANT CIRCLE,,,BRONX,NY,10472,1300,-73.860696,40.832708,80-88 HUGH GRANT CIRCLE
Kings,706469,Store,JAC,G P NORTHERN BLVD SERVICE CENTER,G P NORTHERN BLVD SERVI,1193,MYRTLE AVNUE,,,BROOKLYN,NY,11221,800,-73.932865,40.697247,1193 MYRTLE AVNUE
Queens,706454,Store,JAC,LA OAXAQUENA FRUITS & VEGETABLES,LA OAXAQUENA FRUITS & V,90-11,JAMAICA AVE,,,WOODHAVEN,NY,11421,2000,-73.854203,40.69292,90-11 JAMAICA AVE
Queens,706446,Store,JAC,JOHN CURRAN INC,CURRAN SUPERIOR MEATS,239,BEACH 116TH ST,,,ROCKAWAY PARK,NY,11694,1300,-73.837707,40.580544,239 BEACH 116TH ST
Queens,706432,Store,JAC,CYPRESS EXPRESS DELI INC,CYPRESS EXPRESS DELI,7924,CYPRESS AVE,,,RIDGEWOOD,NY,11385,1100,-73.897591,40.694297,7924 CYPRESS AVE
Richmond,706424,Store,JAC,FRANK AND SAL LLC,FRANK AND SAL,4060,HYLAN BLVD,,,STATEN ISLAND,NY,10308,3000,-74.147383,40.540614,4060 HYLAN BLVD
Bronx,706409,Store,JAC,CLAREMONT PARK DELI GROCERY CORP,CLAREMONT PARK DELI GRO,1570,WEBSTER AVENUE STORE 1,,,BRONX,NY,10457,2500,-73.905195,40.839977,1570 WEBSTER AVENUE STORE 1
New York,706406,Store,JAC,RALPH & NASH DELI CORP,RALPH & NASH DELI,352,W 116TH STREET,,,NEW YORK,NY,10026,900,-73.956961,40.805087,352 W 116TH STREET
New York,706405,Store,JAC,SPACE 86 CORP,SPACE MARKET,524,COLUMBUS AVENUE,,,NEW YORK,NY,10024,2100,-73.972503,40.78603,524 COLUMBUS AVENUE
New York,706370,Store,JAC,1ST AVE FRUIT & VEGETABLE INC,CAFE DELI-CIOUS,485,1ST AVE,,,NEW YORK,NY,10016,3500,-73.976015,40.740404,485 1ST AVE
Queens,706367,Store,JAC,T & C GROCERY INC,T & C GROCERY,189-07,CROCHERON AVE,,,FLUSHING,NY,11358,1200,-73.792757,40.763212,189-07 CROCHERON AVE
Bronx,706356,Store,JAC,BM FISH MARKET INC,BM FISH MARKET,555,MORRIS AVE,,,BRONX,NY,10451,2000,-73.922622,40.817703,555 MORRIS AVE
New York,706327,Store,JAC,50 EAST END AVENUE LLC,YURA AT COLEMANS DELI,50,EAST END AVE,,,NEW YORK,NY,10028,1400,-73.946834,40.772082,50 EAST END AVE
Bronx,706321,Store,JAC,2363 ROSEWOOD GROCERY INC,2363 ROSEWOOD GROCERY,3263,WHITE PLAINS RD,,,BRONX,NY,10467,1200,-73.867162,40.872842,3263 WHITE PLAINS RD
Bronx,706319,Store,JAC,FREDARLET DELI GROCERY CORP,FREDARLET DELI GROCERY,1575-1579,WALTON AVE,,,BRONX,NY,10452,3000,-73.913246,40.843346,1575-1579 WALTON AVE
Bronx,706316,Store,JAC,ALLERTON FISH MARKET CORP,ALLERTON FISH MARKET,718,ALLERTON AVE,,,BRONX,NY,10467,1500,-73.866548,40.865447,718 ALLERTON AVE
Kings,706281,Store,JAC,NEW AB FOOD CORP,NEW AB FOOD,7402,17TH AVE,,,BROOKLYN,NY,11204,1500,-73.997842,40.615337,7402 17TH AVE
Queens,706268,Store,JAC,FLOR AZTECA DELI & GROCERY INC,FLOR AZTECA DELI & GROC,4812,104TH ST,,,CORONA,NY,11368,1200,-73.859024,40.744696,4812 104TH ST
Kings,706263,Store,JAC,AM PM DELI CORP,AM PM DELI,565,LENOX RD,,,BROOKLYN,NY,11203,3000,-73.939598,40.654776,565 LENOX RD
New York,706258,Store,JAC,SUNSET FOOD CORP,SUNSET FOOD,689,10TH AVE,,,NEW YORK,NY,10036,1500,-73.993075,40.76292,689 10TH AVE
Queens,706215,Store,JAC,NOMI DELI & GROCERY INC,NOMI DELI & GROCERY,11914,JAMAICA AVE,,,RICHMOND HILL,NY,11418,1000,-73.830473,40.700109,11914 JAMAICA AVE
Queens,706185,Store,JAC,PKG ENTERPRISES INC,SABA STATIONARY,118-17,LIBERTY AVE,,,SOUTH RICHMOND HIL,NY,11419,1000,-73.824347,40.686178,118-17 LIBERTY AVE
Kings,706135,Store,JAC,CONDUIT GAS & MART INC,BP SHOP,586,S CONDUIT BLVD,,,BROOKLYN,NY,11208,1000,-73.868048,40.676411,586 S CONDUIT BLVD
Queens,706132,Store,JAC,ROOSEVELT CANDY GROCERY CORP,ROOSEVELT CANDY GROCERY,75-08,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,1000,-73.890404,40.74696,75-08 ROOSEVELT AVE
Kings,706098,Store,JAC,YESSE DELI GROCERY INC,YESSE DELI GROCERY,4002,3RD AVE,,,BROOKLYN,NY,11232,1000,-74.009029,40.653263,4002 3RD AVE
Bronx,706094,Store,JAC,M G BUS STOP DELI CORP,M G BUS STOP DELI,271,E 206TH ST,,,BRONX,NY,10467,1500,-73.879848,40.874952,271 E 206TH ST
Kings,706066,Store,JAC,SUPER QUALITY MEAT MARKET INC,SUPER QUALITY MEAT MARK,692,KNICKERBOCKER AVE,,,BROOKLYN,NY,11221,600,-73.910901,40.69456,692 KNICKERBOCKER AVE
Kings,706065,Store,JAC,LATE NIGHT STOP 1 DELI INC,LATE NIGHT STOP 1 DELI,9429,5TH AVE,,,BROOKLYN,NY,11209,1500,-74.030978,40.615937,9429 5TH AVE
Richmond,706056,Store,JAC,FOREST SUPERETTE INC,FOREST SUPERETTE,350,FOREST AVE,,,STATEN ISLAND,NY,10301,2500,-74.101079,40.631132,350 FOREST AVE
Kings,706008,Store,JAC,HABIB I DELI INC,HABIB I DELI,631,FLATBUSH AVE,,,BROOKLYN,NY,11225,900,-73.9604,40.657952,631 FLATBUSH AVE
Kings,705994,Store,JAC,CRITICS CHOICE DELI NY INC,MET FOOD,8210,5TH AVE,,,BROOKLYN,NY,11209,4000,-74.024779,40.624253,8210 5TH AVE
New York,705988,Store,JAC,AHMAD ASAD SYED AHMAD SALMA,7 ELEVEN STORE #35516B,555,W 42ND ST,,,NEW YORK,NY,10036,1500,-73.997871,40.760678,555 W 42ND ST
Bronx,705986,Store,JAC,MT EDEN GROCERY CORP,MT EDEN GROCERY,5,EAST MT EDEN AVE,,,BRONX,NY,10452,1200,-73.914649,40.844311,5 EAST MT EDEN AVE
Kings,705983,Store,JAC,PREMIUM DELI INC,PREMIUM DELI,8220,13TH AVE,,,BROOKLYN,NY,11228,1200,-74.01199,40.615923,8220 13TH AVE
Queens,705962,Store,JAC,GLEN OAKS SUPERMARKET INC,GLENOAKS SUPERMARKET IN,248-13,UNION TPKE,,,BELLEROSE,NY,11426,2500,-73.721845,40.742462,248-13 UNION TPKE
Kings,705924,Store,JAC,NEW TAYEEBAS GROCERY CORP,NEW TAYEEBAS GROCERY,1420,AVENUE J,,,BROOKLYN,NY,11230,1000,-73.96168,40.62515,1420 AVENUE J
Kings,705903,Store,JAC,ADEN CITY CORP,ADEN CITY,926,NOSTRAND AVE,,,BROOKLYN,NY,11225,1300,-73.950848,40.666153,926 NOSTRAND AVE
Queens,705869,Store,JAC,B&V CONVENIENCE STORE INC,B&V CONVENIENCE STORE,211-01,JAMAICA AVE,,,QUEENS VILLAGE,NY,11428,1300,-73.749247,40.715213,211-01 JAMAICA AVE
Bronx,705781,Store,JAC,ROYAL ONE STOP SUPERMARKET CORP,ROYAL ONE STOP SUPERMAR,1230A,JEROME AVE,,,BRONX,NY,10452,2500,-73.921537,40.836664,1230A JEROME AVE
Bronx,705760,Store,JAC,KAD FOOD CORP,PIONEER FOOD,1150-66,WOODYCREST AVE,,,BRONX,NY,10452,4000,-73.925305,40.836139,1150-66 WOODYCREST AVE
Bronx,705744,Store,JAC,SOUNDVIEW  99CENT PLUS INC,SOUNDVIEW 99CENT PLUS,253-263,SOUNDVIEW AVENUE,,,BRONX,NY,10473,2000,-73.855975,40.811171,253-263 SOUNDVIEW AVENUE
Bronx,705742,Store,JAC,744 EAST TREMONT CORP,MI ANTILLANA FRUIT AND,744,E TREMONT AVE,,,BRONX,NY,10457,1400,-73.889522,40.844622,744 E TREMONT AVE
Bronx,705725,Store,JAC,ASTOR DELI&GROCERY INC,ASTOR DELI&GROCERY,740,ASTOR AVE,,,BRONX,NY,10467,1000,-73.86601,40.859567,740 ASTOR AVE
Queens,705724,Store,JAC,MYRTLE GAS CORP,MOBIL,71-05,MYRTLE AVE,,,RIDGEWOOD,NY,11385,800,-73.879588,40.702043,71-05 MYRTLE AVE
Queens,705700,Store,JAC,MANANA GROCERY CORP,MANANA GROCERY,125-19,JAMAICA AVE,,,RICHMOND HILL,NY,11418,1200,-73.824902,40.701154,125-19 JAMAICA AVE
New York,705693,Store,JAC,ABC FOOD CENTER INC,PAPASITOS FOOD MARKET,3605,BROADWAY,,,NEW YORK,NY,10031,3000,-73.948937,40.828673,3605 BROADWAY
Kings,705640,Store,JAC,LATE NIGHT 905 INC,LATE NIGHT 905,905,METROPOLITAN AVE,,,BROOKLYN,NY,11211,1000,-73.938886,40.714602,905 METROPOLITAN AVE
Queens,705639,Store,JAC,ASTORIA FINE GOURMET DELI INC,ASTORIA FINE GOURMET DE,22-17,ASTORIA BLVD,,,ASTORIA,NY,11102,1500,-73.924547,40.771808,22-17 ASTORIA BLVD
New York,705635,Store,JAC,F & L MINI MARKET CORP,F & L MINI MARKET,1690,LEXINGTON AVE,,,NEW YORK,NY,10029,2000,-73.946187,40.792371,1690 LEXINGTON AVE
Kings,705628,Store,JAC,MG FRESH FRUITS INC,MG FRESH FRUITS,2319,65TH ST,,,BROOKLYN,NY,11204,600,-73.978621,40.612157,2319 65TH ST
