County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Longitude,Latitude,Street Address
Queens,751177,Store,JAC,MARGARITA MEXICAN DELI  CORP,MARGARITA MEXICAN DELI,87-17,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,900,-73.879118,40.74814,87-17 ROOSEVELT AVE
New York,751170,Store,JAC,2421 GARY UPTOWN WHOLE FOODS LLC,UPTOWN WHOLE FOODS,2421,BROADWAY,,,NEW YORK,NY,10024,2300,-73.974973,40.790464,2421 BROADWAY
Queens,751116,Store,JAC,ARTION BAKERY LLC,ARTION BAKERY,23-18,31ST STREET,,,ASTORIA,NY,11105,3000,-73.913487,40.773874,23-18 31ST STREET
Bronx,751038,Store,JAC,4028 GOURMET LLC,4028 GOURMET,4028,BOSTON RD,,,BRONX,NY,10475,1300,-73.83112,40.884745,4028 BOSTON RD
Bronx,751032,Store,JAC,CARIBBEAN DELI GROCERY CORP,CARIBBEAN DELI GROCERY,646,EAST 241ST ST.,,,BRONX,NY,10470,1300,-73.852038,40.904195,646 EAST 241ST ST.
Bronx,751012,Store,JAC,ARTHUR AVENUE 187 DELI INC,MANY'S DELICATSSEN,2143,WILLIAMSBRIDGE RD,,,BRONX,NY,10461,1200,-73.855933,40.856578,2143 WILLIAMSBRIDGE RD
Queens,751001,Store,JAC,NEW BELLA FRUTA INC,NEW BELLA FRUTA MARKETS,164-44,CROSSBAY BLVD,,,HOWARD BEACH,NY,11414,800,-73.83757,40.649535,164-44 CROSSBAY BLVD
Bronx,750978,Store,JAC,949 INTERPRISE INC,949 INTERPRISE,949,OGDEN AVE,,,BRONX,NY,10452,900,-73.93019,40.831508,949 OGDEN AVE
Queens,750976,Store,JAC,VEG BARN INC,VEG BARN,41-22,MAIN ST,,,FLUSHING,NY,11355,2000,-73.829241,40.757671,41-22 MAIN ST
New York,750957,Store,JAC,ONALIM INC,MILANO MARKET,1582,3RD AVE,,,NEW YORK,NY,10128,2200,-73.952637,40.780626,1582 3RD AVE
Bronx,750941,Store,JAC,KAESAR GOURMET DELI CORP,KAESAR GOURMET DELI,3917,BAY CHESTER AVE,,,BRONX,NY,10466,900,-73.842134,40.888922,3917 BAY CHESTER AVE
Queens,750938,Store,JAC,NEW YORK FISH MARKET FLUSHING INC,NEW YORK FISH MARKET,44-44,COLLEGE POINT BLVD,,,FLUSHING,NY,11355,600,-73.832615,40.752784,44-44 COLLEGE POINT BLVD
New York,750921,Store,JAC,DONGWEI GROCERY INC,DONGWEI GROCERY,95,CANAL STREET STORE B,,,NEW YORK,NY,10002,2000,-73.993809,40.715481,95 CANAL STREET STORE B
Bronx,750909,Store,JAC,NEW A&N GOURMET DELI CORP,NEW A&N GOURMET DELI,1736,ZEREGA AVE,,,BRONX,NY,10462,1500,-73.852112,40.840528,1736 ZEREGA AVE
Kings,750905,Store,JAC,MH DILSHAD HALAL MEAT & GROCERY S,MH DILSHAD HALAL MEAT &,5912,FT HAMILTON PKWY,,,BROOKLYN,NY,11219,800,-74.005256,40.633301,5912 FT HAMILTON PKWY
Kings,750865,Store,JAC,INTERNATIONAL FOOD NOBATI INC,INTERNATIONAL FOOD NOBA,1323,E 18TH ST,,,BROOKLYN,NY,11230,800,-73.957106,40.617953,1323 E 18TH ST
Bronx,750839,Store,JAC,RIVER CITY DELI INC,RIVER CITY DELI,2430,E TREMONT AVE,,,BRONX,NY,10461,1600,-73.852105,40.842611,2430 E TREMONT AVE
Queens,750833,Store,JAC,KAZI DELI 1 CORP,KAZI DELI 1,114-64,B MERRICK BLVD,,,JAMAICA,NY,11434,800,-73.778059,40.690026,114-64 B MERRICK BLVD
Kings,750826,Store,JAC,M A PASHA SUPER CONVENIENCE INC,M A PASHA SUPER CONVENI,1818,BATH AVE,,,BROOKLYN,NY,11214,1200,-74.005392,40.603479,1818 BATH AVE
Kings,750824,Store,JAC,NATURE MARKET 2 CORP,NATURE MARKET 2,344,GREENE AVE,,,BROOKLYN,NY,11238,1500,-73.957223,40.687703,344 GREENE AVE
Richmond,750823,Store,JAC,MK ALEX DELI INC,MK ALEX DELI,1410,RICHMOND TER,,,STATEN ISLAND,NY,10310,3000,-74.115764,40.641676,1410 RICHMOND TER
Bronx,750815,Store,JAC,LITTLE YEMEN WHOLESALE & RETAIL M,LITTLE YEMEN MARKET,1887,WHITE PLAINS RD,,,BRONX,NY,10462,1800,-73.866856,40.847264,1887 WHITE PLAINS RD
New York,750810,Store,JAC,SKYLINE FOOD CENTER CORP,SKYLINE FOOD CENTER,2726,FREDERICK DOUGLAS BLVD,,,NEW YORK,NY,10030,2000,-73.942048,40.822675,2726 FREDERICK DOUGLAS BLVD
New York,750806,Store,JAC,1800 KING DELI INC,1800 KING DELI,144,E 112TH,,,NEW YORK,NY,10029,2200,-73.943645,40.796138,144 E 112TH
Kings,750805,Store,JAC,ADELAY DELI GROCERY INC,ADELAY DELI GROCERY,1861,PITKIN AVENUE,,,BROOKLYN,NY,11212,1000,-73.904064,40.670677,1861 PITKIN AVENUE
Kings,750801,Store,JAC,GLIFN LABS INC,EZ STATION,1722,PITKIN AVE,,,BROOKLYN,NY,11212,2000,-73.909529,40.669865,1722 PITKIN AVE
Kings,750791,Store,JAC,SO SWEET CONVENIENCE LLC,SO SWEET CONVENIENCE,1801,AVENUE M,,,BROOKLYN,NY,11230,750,-73.957014,40.618338,1801 AVENUE M
Queens,750763,Store,JAC,MTR TRADING LLC,MTR TRADING,128-22,LIBERTY AVE,,,SOUTH RICHMOND HIL,NY,11419,1200,-73.816428,40.689243,128-22 LIBERTY AVE
Queens,750752,Store,JAC,CP LEGEND GROCERY & MEAT INC,CP LEGEND GROCERY,42-34,COLLEGE POINT BLVD,,,FLUSHING,NY,11355,1000,-73.832936,40.753843,42-34 COLLEGE POINT BLVD
Queens,750724,Store,JAC,DAY AND NIGHT FOOD MARKET INC,DAY AND NIGHT FOOD MKT,102-02,METROPOLITAN AVE,,,FOREST HILLS,NY,11375,1000,-73.850755,40.710448,102-02 METROPOLITAN AVE
Queens,750665,Store,JAC,101 LUCKY DELI INC,101 LUCKY DELI,97-19,101ST AVE,,,OZONE PARK,NY,11416,600,-73.843525,40.684973,97-19 101ST AVE
Richmond,750661,Store,JAC,SPARROW LIGHT INC,SPARROW LIGHT,1414,FOREST AVE,,,STATEN ISLAND,NY,10302,1200,-74.135951,40.624979,1414 FOREST AVE
Queens,750636,Store,JAC,BUMARK ISLAND BUKA LLC,BUMARK ISLAND BUKA,168-29,LIBERTY AVE,,,JAMAICA,NY,11433,1250,-73.789571,40.70311,168-29 LIBERTY AVE
Queens,750635,Store,JAC,7 & 7 GROCERY TOWN CORP,NY CRISPY CHICKEN,106-57,160TH ST,,,JAMAICA,NY,11433,2500,-73.794614,40.69753,106-57 160TH ST
Kings,750634,Store,JAC,GOLDEN GINGSENG,GOLDEN GINGSENG,2257,86TH ST,,,BROOKLYN,NY,11214,1000,-73.992332,40.601033,2257 86TH ST
Queens,750632,Store,JAC,P & S DELI GROCERY CORP,P & S DELI GROCERY,43-03,NATIONAL ST,,,CORONA,NY,11368,1500,-73.863753,40.746793,43-03 NATIONAL ST
Queens,750628,Store,JAC,N & N DELI GRILL INC,N & N DELI GRILL,116-28,ROCKAWAY BLVD,,,SOUTH OZONE PARK,NY,11420,1500,-73.821442,40.676513,116-28 ROCKAWAY BLVD
Richmond,750570,Store,JAC,S & S ADAM CORP,HYLAN DAIRY & BAGELS,1780,HYLAN BLVD,,,STATEN ISLAND,NY,10305,2000,-74.093056,40.585441,1780 HYLAN BLVD
Kings,750565,Store,JAC,32117C STORE INC,7 ELEVEN STORE #32117C,8813,4TH AVENUE,,,BROOKLYN,NY,11209,1500,-74.029166,40.620812,8813 4TH AVENUE
Queens,750554,Store,JAC,KAILEH PROPERTY INC,WILLY'S DELI,128-02,135TH AVE,,,SOUTH OZONE PARK,NY,11420,1200,-73.811587,40.668869,128-02 135TH AVE
Kings,750551,Store,JAC,MIDWOOD DELI GRILL INC,MIDWOOD DELI GRILL,1506,ELM AVE,,,BROOKLYN,NY,11230,1500,-73.959824,40.617871,1506 ELM AVE
Bronx,750536,Store,JAC,5 CORNERS GROCERY CORP,5 CORNERS GROCERY,1701,UNIONPORT ROAD,,,BRONX,NY,10462,800,-73.866608,40.843551,1701 UNIONPORT ROAD
Kings,750520,Store,JAC,KINGS 1 DELI AND GRILL INC,KINGS 1 DELI AND GRILL,1424,SHEEPSHEAD BAY ROAD,,,BROOKLYN,NY,11235,1000,-73.954464,40.587459,1424 SHEEPSHEAD BAY ROAD
Queens,750515,Store,JAC,67 FRESH MARKET CORP,67 FRESH MARKET,66-14,BEACH CHANNEL DRIVE,,,ARVERNE,NY,11692,2000,-73.795798,40.592867,66-14 BEACH CHANNEL DRIVE
Queens,750513,Store,JAC,ISHER GROCERS LLC,APNA BAZAAR,114-15,ATLANTIC AVE,,,RICHMOND HILL,NY,11418,2500,-73.831597,40.693142,114-15 ATLANTIC AVE
Kings,750496,Store,JAC,M N M DELI AND GROCERY CORP,M N M DELI AND GROCERY,3139,FULTON STREET,,,BROOKLYN,NY,11208,1500,-73.878894,40.681739,3139 FULTON STREET
New York,750491,Store,JAC,24/7 CITY GRILL CORP,24/7 CITY GRILL,101,W 137TH STREET,,,NEW YORK,NY,10037,2000,-73.937928,40.814578,101 W 137TH STREET
Queens,750487,Store,JAC,BAISLEY FOOD CORP I,BAISLEY FOOD,147-02,ROCKAWAY BLVD,,,JAMAICA,NY,11436,800,-73.790643,40.673409,147-02 ROCKAWAY BLVD
Queens,750486,Store,JAC,BHAKTI 169 INC,MINI MART,16902,35TH AVENUE,,,FLUSHING,NY,11358,1500,-73.796477,40.764898,16902 35TH AVENUE
Kings,750481,Store,JAC,DJ FOOD MARKET CORP,DJ FOOD MARKET,860,FLATBUSH AVENUE,,,BROOKLYN,NY,11226,1500,-73.958941,40.651288,860 FLATBUSH AVENUE
Richmond,750479,Store,JAC,ALWATAN HALAL MEAT MARKET CORP,ALWATAN HALAL MEAT MARK,1449,HYLAN BLVD,,,STATEN ISLAND,NY,10305,2000,-74.087103,40.593065,1449 HYLAN BLVD
Kings,750477,Store,JAC,AMISHAPARA BAZAR INC,AMISHAPARA BAZAR,88,CHURCH AVE,,,BROOKLYN,NY,11218,1200,-73.980092,40.642528,88 CHURCH AVE
Queens,750473,Store,JAC,SAI MURAD INC,QUICK STOP DELI & GROCE,101-05,LEFFERTS BLVD,,,SOUTH RICHMOND HIL,NY,11419,1000,-73.825871,40.68971,101-05 LEFFERTS BLVD
Kings,750471,Store,JAC,VANILLA GOURMET NY CORP,A&D TURKISH HALAL MEAT,7921,5TH AVENUE,,,BROOKLYN,NY,11209,2000,-74.024114,40.625891,7921 5TH AVENUE
Kings,750458,Store,JAC,HERO CITY EXPRESS DELI INC,HERO CITY EXPRESS DELI,597A,4TH AVE,,,BROOKLYN,NY,11215,600,-73.993092,40.665093,597A 4TH AVE
Bronx,750410,Store,JAC,OCOA DELI GROCERY INC,OCOA DELI GROCERY,1201,LELAND AVE,,,BRONX,NY,10472,1000,-73.863183,40.830493,1201 LELAND AVE
New York,750394,Store,JAC,OJ STOP 1 DELI INC,OJ STOP 1 DELI,122,SUFFOLK ST,,,NEW YORK,NY,10002,1000,-73.985959,40.719204,122 SUFFOLK ST
Kings,750373,Store,JAC,DELI GROCERY GUATEMALTECO CANDY C,DELI GROCERY GUATEMALTE,6601,15TH AVENUE,,,BROOKLYN,NY,11219,1500,-73.997851,40.62264,6601 15TH AVENUE
Richmond,750368,Store,JAC,QS CONVENIENCE CORP,QS CONVENIENCE,3016,RICHMOND TERRACE,,,STATEN ISLAND,NY,10303,800,-74.160313,40.637209,3016 RICHMOND TERRACE
Kings,750296,Store,JAC,FRESH PRODUCE 33 INC,PRODUCE ON P,470,AVE P,,,BROOKLYN,NY,11223,2000,-73.970096,40.609154,470 AVE P
Kings,750291,Store,JAC,1 FRESH DELI & GRILL CORP,FRESH DELI & GRILL,3079,FULTON STREET,,,BROOKLYN,NY,11208,1000,-73.881215,40.681035,3079 FULTON STREET
Kings,750289,Store,JAC,TALLINN DELI CORP,TALLINN DELI,7602,18TH,,,BROOKLYN,NY,11214,1200,-73.996707,40.612677,7602 18TH
Kings,750287,Store,JAC,TRYKERS INC,TRYKERS,265,AVENUE X,,,BROOKLYN,NY,11223,1300,-73.973097,40.59022,265 AVENUE X
Kings,750280,Store,JAC,HEMO COFFEE CORP,HEMO COFFEE,6927,5TH AVE,,,BROOKLYN,NY,11209,800,-74.02111,40.633229,6927 5TH AVE
Kings,750278,Store,JAC,GOOD TIMES DELI & GROCERY CORP,GOOD TIMES DELI & GROCE,857,GREENE AVE,,,BROOKLYN,NY,11221,1000,-73.933696,40.69041,857 GREENE AVE
Richmond,750276,Store,JAC,WESTERVELT GOURMET DELI CORP,WESTERVELT GOURMET DELI,20,WESTERVELT AVE,,,STATEN ISLAND,NY,10301,2000,-74.087049,40.647121,20 WESTERVELT AVE
Bronx,750254,Store,JAC,LABADDO HEALTH AND BEAUTY LLC,MOTHERLAND HALAL MARKET,623,E TREMONT AVE,,,BRONX,NY,10457,1500,-73.892626,40.846153,623 E TREMONT AVE
Richmond,750252,Store,JAC,JOHN KRITS DELI INC,MOES 1 DELI & GRILL,1147,CASTLETON AVE,,,STATEN ISLAND,NY,10310,1500,-74.120593,40.634265,1147 CASTLETON AVE
Queens,750244,Store,JAC,37TH STREET DELI CORP,37TH STREET DELI,47-02,37TH STREET,,,LONG ISLAND CITY,NY,11101,1000,-73.928426,40.741968,47-02 37TH STREET
Queens,750237,Store,JAC,CAMBRIA MEAT & SEAFOOD MRKT LLC,CAMBRIA MT & SFD MRKT,229-26,LINDEN BLVD,,,CAMBRIA HEIGHTS,NY,11411,1500,-73.731624,40.692457,229-26 LINDEN BLVD
Queens,750235,Store,JAC,JUNCTION STOP CORP,JUNCTION STOP,3705,JUNCTION BLVD,,,CORONA,NY,11368,800,-73.870738,40.75138,3705 JUNCTION BLVD
Bronx,750227,Store,JAC,YOYA MEAT MINI MARKET CORP,YOYA MEAT MINI MARKET,2434,CRESTON AVENUE,,,BRONX,NY,10468,1800,-73.898845,40.861427,2434 CRESTON AVENUE
Kings,750224,Store,JAC,ALGZANDAR GROCERY STORE CORP,ALGZANDAR GROCERY STORE,377,AVENUE X,,,BROOKLYN,NY,11223,1500,-73.96894,40.590686,377 AVENUE X
Bronx,750220,Store,JAC,CRIS DELI GROCERY CORP,CRIS DELI GROCERY,450,E 160TH STREET,,,BRONX,NY,10451,1000,-73.912536,40.823062,450 E 160TH STREET
Queens,750214,Store,JAC,MASKON CORPORATION,7-ELEVEN STORE #32346D,72-01,ELIOT AVENUE,,,MIDDLE VILLAGE,NY,11379,2000,-73.886062,40.721823,72-01 ELIOT AVENUE
Queens,750211,Store,JAC,ITTADI73 INC,ITTADI BAZAAR,73-03,37TH RD,,,JACKSON HEIGHTS,NY,11372,2500,-73.892211,40.747166,73-03 37TH RD
New York,750202,Store,JAC,YORKVILLE DELI MARKET CORP,YORKVILLE DELI MARKET,1751,2ND AVENUE,,,NEW YORK,NY,10128,2000,-73.94922,40.781325,1751 2ND AVENUE
Bronx,750192,Store,JAC,BRONX GOLDEN APPLE FARM INC,COMMUNITY GREEN MARKET,2228,WHITE PLAINS ROAD,,,BRONX,NY,10467,2500,-73.867608,40.858463,2228 WHITE PLAINS ROAD
Queens,750182,Store,JAC,LOS TRES AMIGOS PLACE INC,LOS TRES AMIGOS PLACE,5406,FLUSHING AVE,,,MASPETH,NY,11378,2000,-73.913268,40.715087,5406 FLUSHING AVE
New York,750180,Store,JAC,CATHERINE DELI CORP,CATHERINE DELI,43,CATHERINE ST,,,NEW YORK,NY,10038,2000,-73.996933,40.71195,43 CATHERINE ST
Kings,750178,Store,JAC,899 FRESH GOURMET DELI CORP,899 FRESH GOURMET DELI,899,CRESCENT ST,,,BROOKLYN,NY,11208,600,-73.867464,40.665245,899 CRESCENT ST
Queens,750174,Store,JAC,BAYT ALYEMEN MARKET INC,BAYT ALYEMEN MARKET INC,13111,ROCKAWAY BLVD,,,SOUTH OZONE PARK,NY,11420,1200,-73.806919,40.674856,13111 ROCKAWAY BLVD
Queens,750171,Store,JAC,MATRIX 2.0 MARKET LLC,MATRIX 2.0 MARKET,10705,LIBERTY AVE,,,SOUTH RICHMOND HIL,NY,11419,1200,,,10705 LIBERTY AVE
Queens,750141,Store,JAC,NORTH CONDUIT AUTO SERVICE INC,NORTH CONDUIT AUTO SRVC,162-35,N CONDUIT AVENUE,,,JAMAICA,NY,11434,1000,-73.772315,40.668028,162-35 N CONDUIT AVENUE
Kings,750129,Store,JAC,MIDWAY DELI AND TOBACCO CORP,MIDWAY DELI AND TOBACCO,2630,ATLANTIC AVENUE,,,BROOKLYN,NY,11207,1000,-73.897317,40.675632,2630 ATLANTIC AVENUE
Kings,750114,Store,JAC,SAM LIVE POULTRY INC,SAM LIVE POULTRY,39,ST. NICHOLAS AVENUE,,,BROOKLYN,NY,11237,600,-73.921154,40.70724,39 ST. NICHOLAS AVENUE
Richmond,750080,Store,JAC,ARBERIA INTERNATIONAL FOOD CORP,ARBERIA INTERNATIONAL F,4112,VICTORY BLVD,,,STATEN ISLAND,NY,10314,1200,-74.190833,40.591602,4112 VICTORY BLVD
Kings,750068,Store,JAC,AVE J GRILL ZONE CORP,AVE J GRILL ZONE,1504,AVENUE J,,,BROOKLYN,NY,11230,2400,-73.961203,40.625204,1504 AVENUE J
Richmond,750066,Store,JAC,TJ DELI & GRILL CORP,TJ DELI & GRILL,1920,RICHMOND TERRACE,,,STATEN ISLAND,NY,10302,800,-74.128776,40.637643,1920 RICHMOND TERRACE
Queens,750056,Store,JAC,203 SOUL DELI INC,203 SOUL DELI,203-01,HOLLIS AVE,,,SAINT ALBANS,NY,11412,600,-73.754633,40.706569,203-01 HOLLIS AVE
Kings,750048,Store,JAC,CONTRERAS DELI GROCERY CORP,CONTRERAS DELI GROCERY,29,KINGSLAND AVE,,,BROOKLYN,NY,11211,1500,-73.940203,40.716975,29 KINGSLAND AVE
Kings,750042,Store,JAC,MATIAS DELI GROCERY CORP,MATIAS DELI GROCERY,81,KINGSTON AVE,,,BROOKLYN,NY,11213,1000,-73.941457,40.67714,81 KINGSTON AVE
Kings,750036,Store,JAC,DIPRICE TRADING CORP,DIPRICE TRADING,8702,4TH AVE,,,BROOKLYN,NY,11209,3000,-74.028714,40.621905,8702 4TH AVE
New York,750034,Store,JAC,YOUSF DELI CORP,YOUSF DELI,1753,AMSTERDAM AVENUE,,,NEW YORK,NY,10031,2200,-73.946738,40.826424,1753 AMSTERDAM AVENUE
Bronx,750033,Store,JAC,GOURMET MARKET & BAGEL INC,GOURMET MARKET & BAGEL,5993,BROADWAY,,,BRONX,NY,10471,1500,-73.89818,40.890056,5993 BROADWAY
Queens,750029,Store,JAC,BBGO CORP,BBGO,49-12,VERNON BLVD,,,LONG ISLAND CITY,NY,11101,1200,-73.953996,40.743042,49-12 VERNON BLVD
Queens,749998,Store,JAC,121 GOURMET DELI INC,121 GOURMET DELI,122-03,SUTPHIN BLVD,,,JAMAICA,NY,11434,900,-73.790572,40.676492,122-03 SUTPHIN BLVD
Kings,749976,Store,JAC,CHEMI DELI GROCERY CORP,CHEMI DELI GROCERY,404,MARCUS GARVEY BLVD,,,BROOKLYN,NY,11216,700,-73.938063,40.683026,404 MARCUS GARVEY BLVD
Queens,749967,Store,JAC,NIKANTH DELI INC,PARSONS DELI,75-43,PARSONS BLVD,,,FLUSHING,NY,11355,1250,-73.810698,40.725342,75-43 PARSONS BLVD
Bronx,749946,Store,JAC,2080 VALENTINE DELI GROCERY CORP,2080 VALENTINE DELI GRO,2080,VALENTINE AVE,,,BRONX,NY,10457,1100,-73.899975,40.852596,2080 VALENTINE AVE
New York,749938,Store,JAC,FRIENDS CONVENIENCE CORP,FRIENDS CONVENIENCE,2021,1ST  AVE,,,NEW YORK,NY,10029,2000,-73.940918,40.788459,2021 1ST  AVE
Kings,749937,Store,JAC,VICTORIA GROCERY NY CORP,VICTORIA GROCERY NY,285,E 91 STREET,,,BROOKLYN,NY,11212,1000,-73.924426,40.658023,285 E 91 STREET
New York,749893,Store,JAC,P & M FISH MARKET CORP,P & M FISH MARKET,1352,ST NICHOLAS AVE,,,NEW YORK,NY,10033,1400,-73.935317,40.847161,1352 ST NICHOLAS AVE
Bronx,749887,Store,JAC,TASTY ORGANIC DELI CORP,TASTY ORGANIC DELI,1903,WILLIAMSBRIDGE RD,,,BRONX,NY,10461,700,-73.853009,40.852404,1903 WILLIAMSBRIDGE RD
Richmond,749840,Store,JAC,CORSON DELI GROCERY CORP,CORSON DELI GROCERY,470,JERSEY ST,,,STATEN ISLAND,NY,10301,2000,-74.086426,40.637051,470 JERSEY ST
Queens,749804,Store,JAC,SINGH US CORP,SINGH US DELI & GROCERY,187-20,HILLSIDE AVE,,,JAMAICA,NY,11432,1500,-73.77449,40.714849,187-20 HILLSIDE AVE
New York,749802,Store,JAC,119 CASTLE CORP,U-ONE MARKET,119,UNIVERSITY PL,,,NEW YORK,NY,10003,1000,-73.992143,40.734667,119 UNIVERSITY PL
Kings,749798,Store,JAC,NEW KING FISH MARKET INC,NEW KING FISH MARKET,1315,FULTON ST,,,BROOKLYN,NY,11216,1200,-73.948747,40.680349,1315 FULTON ST
New York,749783,Store,JAC,HALO DELI INC,HALO DELI,1428,AVENUE OF THE AMERICAS,,,NEW YORK,NY,10019,800,-73.976665,40.765081,1428 AVENUE OF THE AMERICAS
Bronx,749781,Store,JAC,WESTCHESTER GROCERY CORP,WESTCHESTER GROCERY,987,WESTCHESTER AVE,,,BRONX,NY,10459,1300,-73.894259,40.823458,987 WESTCHESTER AVE
Bronx,749755,Store,JAC,AMAYA EF FOOD CORP,AMAYA EF FOOD,617,CRESCENT AVE,,,BRONX,NY,10458,700,-73.887664,40.853748,617 CRESCENT AVE
Bronx,749747,Store,JAC,PRECISE CUTS DELI CORP,PRECISE CUTS DELI,346,E 188TH ST,,,BRONX,NY,10458,1000,-73.894073,40.860306,346 E 188TH ST
New York,749740,Store,JAC,EL PACIFICO FISH & RESTAURANT COR,EL PACIFICO,1049,ST. NICHOLAS AVE,,,NEW YORK,NY,10032,1800,-73.94011,40.836776,1049 ST. NICHOLAS AVE
Bronx,749729,Store,JAC,C&L DELI GROCERY CORP,C&L DELI GROCERY,190,WEST TREMONT AVE,,,BRONX,NY,10453,1000,-73.916787,40.851972,190 WEST TREMONT AVE
Kings,749698,Store,JAC,JM DELI & GRILL INC,JM DELI & GRILL,282,BROADWAY,,,BROOKLYN,NY,11211,800,-73.958556,40.708632,282 BROADWAY
Bronx,749694,Store,JAC,FULTON AVE DELI LLC,FULTON AVE DELI,1725,FULTON AVE,,,BRONX,NY,10457,800,-73.897418,40.842201,1725 FULTON AVE
Richmond,749693,Store,JAC,KESHIS DELI INC,DESHIS DELI,220,PORT RICHMOND AVE,,,STATEN ISLAND,NY,10302,3000,-74.134893,40.635834,220 PORT RICHMOND AVE
Kings,749691,Store,JAC,SANTIAGOS DELI & BAGELS INC,SANTIAGOS DELI & BAGELS,1723,BATH AVENUE,,,BROOKLYN,NY,11214,1200,-74.007753,40.604842,1723 BATH AVENUE
New York,749678,Store,JAC,JANIE BAKES LLC,JANIE'S LIFE-CHANGING B,212,W 80TH BASEMENT,,,NEW YORK,NY,10024,800,-73.978732,40.784215,212 W 80TH BASEMENT
New York,749677,Store,JAC,551 LENOX DELI GROCERY CORP,551 LENOX DELI GROCERY,551,LENOX AVE,,,NEW YORK,NY,10037,1800,-73.939588,40.815967,551 LENOX AVE
New York,749668,Store,JAC,NEW LOUISIANA DELI GROCERY CORP,NEW LOUISIANA DELI GROC,1734,AMSTERDAM AVE,,,NEW YORK,NY,10031,2000,-73.947189,40.825801,1734 AMSTERDAM AVE
New York,749627,Store,JAC,AAA FRUIT AND VEGETABLE INC,SAN JOAQUIN VALLEY FRUI,740,10TH AVE,,,NEW YORK,NY,10019,1000,-73.991572,40.764989,740 10TH AVE
Richmond,749626,Store,JAC,207 GORDON ST DELI INC,G STREET & GRILL,207,GORDON ST,,,STATEN ISLAND,NY,10304,800,-74.083006,40.622338,207 GORDON ST
Bronx,749610,Store,JAC,GREEN APPLE GOURMET AND GROCERY C,GREEN APPLE GOURMET & G,3569,E TREMONT AVE,,,BRONX,NY,10465,2400,-73.825448,40.829861,3569 E TREMONT AVE
Kings,749601,Store,JAC,SKY GOURMET DELI 1 CORP,SKY GOURMET DELI,3670,NOSTRAND AVE,,,BROOKLYN,NY,11229,1000,-73.940771,40.59457,3670 NOSTRAND AVE
Kings,749588,Store,JAC,NOAHS NICE DELI CORP,NOAH'S NICE DELI,2766,PITKIN AVE,,,BROOKLYN,NY,11208,700,-73.869883,40.675698,2766 PITKIN AVE
Queens,749587,Store,JAC,HILLSIDE HALAL FOOD MARKET CORP,HILLSIDE HALAL FOOD MAR,87-87,FRANCIS LEWIS BLVD,,,QUEENS VILLAGE,NY,11427,1500,-73.759621,40.721405,87-87 FRANCIS LEWIS BLVD
Bronx,749583,Store,JAC,GREEN DELI MARKETPLACE INC,GREEN DELI MARKETPLACE,2254,E TREMONT AVENUE,,,BRONX,NY,10462,600,-73.855937,40.842125,2254 E TREMONT AVENUE
Kings,749569,Store,JAC,GG DELI CORPORATION,GG DELI,158,LEWIS AVE,,,BROOKLYN,NY,11221,1000,-73.936705,40.691299,158 LEWIS AVE
Richmond,749541,Store,JAC,BASHA MASR NY LLC,BASHA MASR NY,31,GIFFORDS LN,,,STATEN ISLAND,NY,10308,2000,-74.150376,40.551293,31 GIFFORDS LN
Kings,749539,Store,JAC,GOLDEN DRAGON MARKET CORP,GOLDEN DRAGON MARKET,2223,86TH STREET,,,BROOKLYN,NY,11214,1400,-73.993174,40.601542,2223 86TH STREET
Kings,749509,Store,JAC,PASTRAMI DELI & GROCERY CORP,PASTRAMI DELI & GROCERY,902,DEKALB AVE,,,BROOKLYN,NY,11221,800,-73.93978,40.692704,902 DEKALB AVE
Queens,749495,Store,JAC,FARMERS DELI ONE CORP,FARMERS DELI ONE,109-18,FARMERS BLVD,,,SAINT ALBANS,NY,11412,1500,-73.766685,40.703489,109-18 FARMERS BLVD
New York,749467,Store,JAC,GOURMET SQUARE INC,GOURMET SQUARE,201,AMSTERDAM AVE,,,NEW YORK,NY,10023,3000,-73.98285,40.776958,201 AMSTERDAM AVE
Kings,749466,Store,JAC,EXOTIC SNACKS & SMOKE CORP,EXOTIC SNACKS & SMOKE,7005,3RD AVE,,,BROOKLYN,NY,11209,1000,-74.02651,40.634614,7005 3RD AVE
Bronx,749465,Store,JAC,RESYAN DELI GROCERY CORP,RESYAN DELI GROCERY,855,PROSPECT AVE,,,BRONX,NY,10459,1100,-73.901408,40.820206,855 PROSPECT AVE
Bronx,749464,Store,JAC,2550 DELI GROCERY CORP,2550 DELI GROCERY,2550,E TREMONT AVE,,,BRONX,NY,10461,1100,-73.848823,40.842911,2550 E TREMONT AVE
Queens,749450,Store,JAC,A & V MINI MARKET CORP,A & V MINI MARKET,98-02,37TH AVENUE,,,CORONA,NY,11368,1000,-73.868897,40.752068,98-02 37TH AVENUE
Kings,749443,Store,JAC,NG SUPERMARKET INC,NG SUPERMARKET,507,CORTELYOU RD,,,BROOKLYN,NY,11218,1600,-73.974275,40.638404,507 CORTELYOU RD
New York,749441,Store,JAC,FAILLACE DELI CORP,FAILLACE DELI,217,1ST AVENUE,,,NEW YORK,NY,10003,1800,-73.983168,40.730572,217 1ST AVENUE
